date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:38:20	0/-1	---M--	302	error ('')			https://i.imgur.com/IIZN2Tf.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/IIZN2Tf.570.delayed	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-fernandez-am-2007-haciendo-met-odhos)
04:38:20	346/346	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:22%20GMT	https://www.psicoresumenes.com/tutoriasparticulares.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/tutoriasparticulares.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-fernandez-am-2007-haciendo-met-odhos)
04:38:20	346/346	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:22%20GMT	https://www.psicoresumenes.com/tutoriasparticulares.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/tutoriasparticulares.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-fernandez-am-2007-haciendo-met-odhos)
04:38:20	346/346	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:23%20GMT	https://www.psicoresumenes.com/tutoriasparticulares.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/tutoriasparticulares.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-fernandez-am-2007-haciendo-met-odhos)
04:38:21	346/346	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:23%20GMT	https://www.psicoresumenes.com/tutoriasparticulares.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/tutoriasparticulares.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-fernandez-am-2007-haciendo-met-odhos)
04:38:21	0/-1	---M--	302	error ('')			https://i.imgur.com/chBaeLY.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/chBaeLY.575.delayed	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-fernandez-am-2007-haciendo-met-odhos)
04:38:21	506/506	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:23%20GMT	https://www.psicoresumenes.com/curso-herramientas-social.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/curso-herramientas-social.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-fernandez-am-2007-haciendo-met-odhos)
04:38:21	506/506	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:24%20GMT	https://www.psicoresumenes.com/curso-herramientas-social.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/curso-herramientas-social.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-fernandez-am-2007-haciendo-met-odhos)
04:38:22	506/506	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:24%20GMT	https://www.psicoresumenes.com/curso-herramientas-social.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/curso-herramientas-social.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-fernandez-am-2007-haciendo-met-odhos)
04:38:22	506/506	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:24%20GMT	https://www.psicoresumenes.com/curso-herramientas-social.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/curso-herramientas-social.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-fernandez-am-2007-haciendo-met-odhos)
04:38:22	0/-1	---M--	302	error ('')			https://i.imgur.com/UO7Bs1R.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/UO7Bs1R.57a.delayed	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-fernandez-am-2007-haciendo-met-odhos)
04:38:22	510/510	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:25%20GMT	https://www.psicoresumenes.com/curso-herramientas-clinicas.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/curso-herramientas-clinicas.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-fernandez-am-2007-haciendo-met-odhos)
04:38:23	510/510	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:25%20GMT	https://www.psicoresumenes.com/curso-herramientas-clinicas.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/curso-herramientas-clinicas.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-fernandez-am-2007-haciendo-met-odhos)
04:38:23	510/510	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:26%20GMT	https://www.psicoresumenes.com/curso-herramientas-clinicas.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/curso-herramientas-clinicas.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-fernandez-am-2007-haciendo-met-odhos)
04:38:24	510/510	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:26%20GMT	https://www.psicoresumenes.com/curso-herramientas-clinicas.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/curso-herramientas-clinicas.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-fernandez-am-2007-haciendo-met-odhos)
04:38:24	0/-1	---M--	302	error ('')			https://i.imgur.com/AoGj234.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/AoGj234.57f.delayed	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-fernandez-am-2007-haciendo-met-odhos)
04:38:24	0/-1	---M--	302	error ('')			https://i.imgur.com/MR3YfUl.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/MR3YfUl.580.delayed	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-fernandez-am-2007-haciendo-met-odhos)
04:38:24	462/462	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:26%20GMT	https://www.psicoresumenes.com/curso-articulacion-de-saberes-v.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/curso-articulacion-de-saberes-v.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-fernandez-am-2007-haciendo-met-odhos)
04:38:24	462/462	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:27%20GMT	https://www.psicoresumenes.com/curso-articulacion-de-saberes-v.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/curso-articulacion-de-saberes-v.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-fernandez-am-2007-haciendo-met-odhos)
04:38:24	462/462	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:27%20GMT	https://www.psicoresumenes.com/curso-articulacion-de-saberes-v.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/curso-articulacion-de-saberes-v.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-fernandez-am-2007-haciendo-met-odhos)
04:38:25	462/462	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:27%20GMT	https://www.psicoresumenes.com/curso-articulacion-de-saberes-v.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/curso-articulacion-de-saberes-v.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-fernandez-am-2007-haciendo-met-odhos)
04:38:25	0/-1	---M--	302	error ('')			https://i.imgur.com/AgBoH7P.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/AgBoH7P.585.delayed	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-fernandez-am-2007-haciendo-met-odhos)
04:38:25	0/-1	---M--	302	error ('')			https://i.imgur.com/fr7gDIq.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/fr7gDIq.586.delayed	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-fernandez-am-2007-haciendo-met-odhos)
04:38:26	0/-1	---M--	302	error ('')			https://i.imgur.com/IIZN2Tf.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/IIZN2Tf.589.delayed	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-martinez-guzman-a-2014-cambiar-metaforas-en-la-psicologia-social-de-la-accion-publica-de-intervenir-a-involucrarse)
04:38:27	982/982	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:28%20GMT	http://www.psicoresumenes.com/34/post/2025/08/resumen-del-texto-martinez-guzman-a-2014-cambiar-metaforas-en-la-psicologia-social-de-la-accion-publica-de-intervenir-a-involucrarse.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/34/post/2025/08/resumen-del-texto-martinez-guzman-a-2014-cambiar-metaforas-en-la-psicologia-social-de-la-accion-publica-de-intervenir-a-involucrarse.587.delaye	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-martinez-guzman-a-2014-cambiar-metaforas-en-la-psicologia-social-de-la-accion-publica-de-intervenir-a-involucrarse)
04:38:27	346/346	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:29%20GMT	https://www.psicoresumenes.com/tutoriasparticulares.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/tutoriasparticulares.58a.delayed	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-martinez-guzman-a-2014-cambiar-metaforas-en-la-psicologia-social-de-la-accion-publica-de-intervenir-a-involucrarse)
04:38:27	0/-1	---M--	301	error ('')			https://www.psicoresumenes.com/tutoriasparticulares.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/tutoriasparticulares.58b.delayed	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-martinez-guzman-a-2014-cambiar-metaforas-en-la-psicologia-social-de-la-accion-publica-de-intervenir-a-involucrarse)
04:38:27	0/-1	---M--	301	error ('')			https://www.psicoresumenes.com/tutoriasparticulares.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/tutoriasparticulares.58c.delayed	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-martinez-guzman-a-2014-cambiar-metaforas-en-la-psicologia-social-de-la-accion-publica-de-intervenir-a-involucrarse)
04:38:27	0/-1	---M--	301	error ('')			https://www.psicoresumenes.com/tutoriasparticulares.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/tutoriasparticulares.58d.delayed	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-martinez-guzman-a-2014-cambiar-metaforas-en-la-psicologia-social-de-la-accion-publica-de-intervenir-a-involucrarse)
04:38:27	0/-1	---M--	302	error ('')			https://i.imgur.com/chBaeLY.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/chBaeLY.58e.delayed	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-martinez-guzman-a-2014-cambiar-metaforas-en-la-psicologia-social-de-la-accion-publica-de-intervenir-a-involucrarse)
04:38:27	459831/459831	---M--	200	added ('OK')	image/png	etag:%221ce4a6f2ab2b8dd522ab6f943e536824%22	https://www.psicoresumenes.com/uploads/2/6/3/9/26399176/prepara-el-texto-de-martinez-guzman-sobre-la-metafora-como-herramienta-conceptual-con-tutorias-particulares-psicoresumenes_orig.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/uploads/2/6/3/9/26399176/prepara-el-texto-de-martinez-guzman-sobre-la-metafora-como-herramienta-conceptual-con-tutorias-particulares-psicoresumenes_orig.588.de	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-martinez-guzman-a-2014-cambiar-metaforas-en-la-psicologia-social-de-la-accion-publica-de-intervenir-a-involucrarse)
04:38:27	506/506	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:30%20GMT	https://www.psicoresumenes.com/curso-herramientas-social.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/curso-herramientas-social.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-martinez-guzman-a-2014-cambiar-metaforas-en-la-psicologia-social-de-la-accion-publica-de-intervenir-a-involucrarse)
04:38:28	506/506	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:30%20GMT	https://www.psicoresumenes.com/curso-herramientas-social.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/curso-herramientas-social.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-martinez-guzman-a-2014-cambiar-metaforas-en-la-psicologia-social-de-la-accion-publica-de-intervenir-a-involucrarse)
04:38:28	506/506	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:30%20GMT	https://www.psicoresumenes.com/curso-herramientas-social.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/curso-herramientas-social.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-martinez-guzman-a-2014-cambiar-metaforas-en-la-psicologia-social-de-la-accion-publica-de-intervenir-a-involucrarse)
04:38:28	506/506	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:31%20GMT	https://www.psicoresumenes.com/curso-herramientas-social.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/curso-herramientas-social.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-martinez-guzman-a-2014-cambiar-metaforas-en-la-psicologia-social-de-la-accion-publica-de-intervenir-a-involucrarse)
04:38:28	0/-1	---M--	302	error ('')			https://i.imgur.com/UO7Bs1R.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/UO7Bs1R.593.delayed	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-martinez-guzman-a-2014-cambiar-metaforas-en-la-psicologia-social-de-la-accion-publica-de-intervenir-a-involucrarse)
04:38:29	510/510	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:31%20GMT	https://www.psicoresumenes.com/curso-herramientas-clinicas.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/curso-herramientas-clinicas.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-martinez-guzman-a-2014-cambiar-metaforas-en-la-psicologia-social-de-la-accion-publica-de-intervenir-a-involucrarse)
04:38:29	510/510	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:31%20GMT	https://www.psicoresumenes.com/curso-herramientas-clinicas.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/curso-herramientas-clinicas.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-martinez-guzman-a-2014-cambiar-metaforas-en-la-psicologia-social-de-la-accion-publica-de-intervenir-a-involucrarse)
04:38:29	510/510	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:32%20GMT	https://www.psicoresumenes.com/curso-herramientas-clinicas.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/curso-herramientas-clinicas.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-martinez-guzman-a-2014-cambiar-metaforas-en-la-psicologia-social-de-la-accion-publica-de-intervenir-a-involucrarse)
04:38:30	510/510	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:32%20GMT	https://www.psicoresumenes.com/curso-herramientas-clinicas.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/curso-herramientas-clinicas.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-martinez-guzman-a-2014-cambiar-metaforas-en-la-psicologia-social-de-la-accion-publica-de-intervenir-a-involucrarse)
04:38:30	0/-1	---M--	302	error ('')			https://i.imgur.com/AoGj234.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/AoGj234.598.delayed	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-martinez-guzman-a-2014-cambiar-metaforas-en-la-psicologia-social-de-la-accion-publica-de-intervenir-a-involucrarse)
04:38:30	0/-1	---M--	302	error ('')			https://i.imgur.com/MR3YfUl.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/MR3YfUl.599.delayed	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-martinez-guzman-a-2014-cambiar-metaforas-en-la-psicologia-social-de-la-accion-publica-de-intervenir-a-involucrarse)
04:38:30	462/462	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:32%20GMT	https://www.psicoresumenes.com/curso-articulacion-de-saberes-v.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/curso-articulacion-de-saberes-v.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-martinez-guzman-a-2014-cambiar-metaforas-en-la-psicologia-social-de-la-accion-publica-de-intervenir-a-involucrarse)
04:38:30	462/462	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:32%20GMT	https://www.psicoresumenes.com/curso-articulacion-de-saberes-v.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/curso-articulacion-de-saberes-v.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-martinez-guzman-a-2014-cambiar-metaforas-en-la-psicologia-social-de-la-accion-publica-de-intervenir-a-involucrarse)
04:38:30	462/462	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:33%20GMT	https://www.psicoresumenes.com/curso-articulacion-de-saberes-v.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/curso-articulacion-de-saberes-v.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-martinez-guzman-a-2014-cambiar-metaforas-en-la-psicologia-social-de-la-accion-publica-de-intervenir-a-involucrarse)
04:38:31	462/462	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:33%20GMT	https://www.psicoresumenes.com/curso-articulacion-de-saberes-v.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/curso-articulacion-de-saberes-v.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-martinez-guzman-a-2014-cambiar-metaforas-en-la-psicologia-social-de-la-accion-publica-de-intervenir-a-involucrarse)
04:38:31	0/-1	---M--	302	error ('')			https://i.imgur.com/AgBoH7P.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/AgBoH7P.59e.delayed	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-martinez-guzman-a-2014-cambiar-metaforas-en-la-psicologia-social-de-la-accion-publica-de-intervenir-a-involucrarse)
04:38:31	0/-1	---M--	302	error ('')			https://i.imgur.com/fr7gDIq.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/fr7gDIq.59f.delayed	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social/resumen-del-texto-martinez-guzman-a-2014-cambiar-metaforas-en-la-psicologia-social-de-la-accion-publica-de-intervenir-a-involucrarse)
04:38:32	434/434	---MC-	302	error ('Found')	text/html	date:Tue,%2030%20Jun%202026%2007:38:34%20GMT	https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social-2.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social)
04:38:32	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2030%20Jun%202026%2007:38:34%20GMT	https://www.psicoresumenes.com/%22/uploads/2/6/3/9/26399176/background-images/972854233.png%22	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/_/uploads/2/6/3/9/26399176/background-images/972854233.png_	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social)
04:38:32	654/654	---MC-	302	error ('Found')	text/html	date:Tue,%2030%20Jun%202026%2007:38:35%20GMT	https://www.psicoresumenes.com/34/post/2025/08/resumen-del-texto-fernandez-am-2007-haciendo-met-odhos.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/34/post/2025/08/resumen-del-texto-fernandez-am-2007-haciendo-met-odhos.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social)
04:38:33	722/722	---MC-	302	error ('Found')	text/html	date:Tue,%2030%20Jun%202026%2007:38:35%20GMT	https://www.psicoresumenes.com/34/post/2025/08/resumen-del-texto-maceiras-j-y-bachino-n-2008-territorio-ambito-y-campo.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/34/post/2025/08/resumen-del-texto-maceiras-j-y-bachino-n-2008-territorio-ambito-y-campo.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social)
04:38:33	0/-1	---M--	302	error ('')			https://i.imgur.com/IIZN2Tf.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/IIZN2Tf.5a4.delayed	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social)
04:38:33	0/-1	---M--	301	error ('')			https://www.psicoresumenes.com/tutoriasparticulares.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/tutoriasparticulares.5a5.delayed	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social)
04:38:33	0/-1	---M--	301	error ('')			https://www.psicoresumenes.com/tutoriasparticulares.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/tutoriasparticulares.5a6.delayed	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social)
04:38:33	0/-1	---M--	301	error ('')			https://www.psicoresumenes.com/tutoriasparticulares.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/tutoriasparticulares.5a7.delayed	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social)
04:38:33	0/-1	---M--	301	error ('')			https://www.psicoresumenes.com/tutoriasparticulares.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/tutoriasparticulares.5a8.delayed	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social)
04:38:33	0/-1	---M--	302	error ('')			https://i.imgur.com/chBaeLY.png	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/i.imgur.com/chBaeLY.5a9.delayed	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social)
04:38:33	506/506	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:35%20GMT	https://www.psicoresumenes.com/curso-herramientas-social.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/curso-herramientas-social.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social)
04:38:33	506/506	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:36%20GMT	https://www.psicoresumenes.com/curso-herramientas-social.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/curso-herramientas-social.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social)
04:38:33	506/506	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2030%20Jun%202026%2007:38:36%20GMT	https://www.psicoresumenes.com/curso-herramientas-social.html	C:/Users/Alejandro/Desktop/Nuevo%20sitio/PsicoRes%c3%bamenes/www.psicoresumenes.com/curso-herramientas-social.html	(from https://www.psicoresumenes.com/resumenes-herramientas-de-la-psicologia-social)
